Date;TransactionID_count;TransactionID_nunique;CustomerID_count;CustomerID_nunique;ProductID_count;ProductID_nunique;Age_mean;Age_std;Age_min;Age_max;Income_mean;Income_std;StoreID_count;StoreID_nunique;Qty_sum;Qty_mean;TotalAmount_sum;TotalAmount_mean;TotalAmount_std;Price_x_mean;Price_x_std;ProductID_P1;ProductID_P10;ProductID_P2;ProductID_P3;ProductID_P4;ProductID_P5;ProductID_P6;ProductID_P7;ProductID_P8;ProductID_P9;Age_0;Age_2;Age_3;Age_18;Age_19;Age_20;Age_21;Age_22;Age_23;Age_24;Age_25;Age_26;Age_27;Age_28;Age_29;Age_30;Age_31;Age_32;Age_33;Age_34;Age_35;Age_36;Age_37;Age_38;Age_39;Age_40;Age_41;Age_42;Age_43;Age_44;Age_45;Age_46;Age_47;Age_48;Age_49;Age_50;Age_51;Age_52;Age_53;Age_54;Age_55;Age_56;Age_57;Age_58;Age_59;Age_60;Age_61;Age_62;Age_65;Age_66;Age_68;Age_69;Age_70;Age_72;StoreID_1;StoreID_2;StoreID_3;StoreID_4;StoreID_5;StoreID_6;StoreID_7;StoreID_8;StoreID_9;StoreID_10;StoreID_11;StoreID_12;StoreID_13;StoreID_14;StoreName_Bonafid;StoreName_Buana;StoreName_Buana Indah;StoreName_Gita Ginara;StoreName_Harapan Baru;StoreName_Lingga;StoreName_Prestasi Utama;StoreName_Priangan;StoreName_Prima Kelapa Dua;StoreName_Prima Kota;StoreName_Prima Tendean;StoreName_Sinar Harapan;GroupStore_Buana;GroupStore_Gita;GroupStore_Harapan Baru;GroupStore_Lingga;GroupStore_Prestasi;GroupStore_Priangan;GroupStore_Prima;Type_General Trade;Type_Modern Trade;Latitude_-1,26916;Latitude_-2,990934;Latitude_-3,654703;Latitude_-5,135399;Latitude_-5,45;Latitude_-6,2;Latitude_-6,914864;Latitude_-6,966667;Latitude_-7,250445;Latitude_-7,797068;Latitude_0,533505;Latitude_3,316694;Latitude_3,597031;Latitude_5,54829;Longitude_101,447403;Longitude_104,756554;Longitude_105,26667;Longitude_106,816666;Longitude_107,608238;Longitude_110,370529;Longitude_110,416664;Longitude_112,768845;Longitude_114,590111;Longitude_116,825264;Longitude_119,42379;Longitude_128,190643;Longitude_95,323753;Longitude_98,678513;Marital Status_Married;Marital Status_Single;Gender_0;Gender_1;Product Name_Cashew;Product Name_Cheese Stick;Product Name_Choco Bar;Product Name_Coffee Candy;Product Name_Crackers;Product Name_Ginger Candy ;Product Name_Oat;Product Name_Potato Chip;Product Name_Thai Tea;Product Name_Yoghurt
2022-03-05;8;8;8;8;8;6;40.625;10.875102626773558;28;58;757.0;507.37700831967993;8;7;29;3.625;269000;33625.0;24974.60138392031;9225.0;4824.2690045820855;1;1;0;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;2;1;1;0;1;0;0;0;2;2;1;1;1;0;0;1;0;0;2;2;1;2;3;5;1;2;1;1;1;0;1;0;0;1;0;0;0;0;0;2;1;0;1;1;0;0;0;1;1;1;0;0;5;3;6;2;0;1;1;1;0;0;1;1;3;0
2022-03-06;16;16;16;16;16;6;36.375;12.087872710558573;19;58;789.25;581.8895084120352;16;9;56;3.5;534600;33412.5;21117.255977043988;10112.5;4894.061026727531;1;4;4;0;0;0;0;3;2;2;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;2;1;0;2;3;1;0;0;3;0;0;1;2;3;4;0;3;1;1;0;1;1;2;3;4;1;3;2;7;9;0;0;2;2;3;0;1;2;0;1;1;1;3;0;1;0;3;0;1;1;2;0;1;0;2;2;0;3;12;4;10;6;0;4;1;3;0;4;2;0;0;2
2022-03-07;18;18;18;18;18;8;43.166666666666664;11.163227448136293;28;69;834.0;434.25649780095745;18;11;79;4.388888888888889;652500;36250.0;22024.939073161375;8811.111111111111;3822.51670852177;3;1;1;4;0;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;2;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;1;1;0;2;1;2;2;0;0;3;1;3;0;1;1;1;0;4;3;3;1;1;1;2;2;1;2;4;3;3;3;8;10;1;3;2;2;3;1;1;1;0;1;0;1;0;2;0;3;3;1;1;1;1;0;1;1;2;2;2;0;14;4;11;7;0;1;3;1;4;1;2;0;3;3
2022-03-08;6;6;6;6;6;6;38.833333333333336;16.2777967387072;19;61;626.0;665.4580377454314;6;5;16;2.6666666666666665;166300;27716.666666666668;16094.771407717062;12116.666666666666;5329.321407709115;0;1;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;2;0;0;0;2;0;0;1;1;0;2;3;3;1;1;0;1;0;0;2;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;1;1;1;0;0;0;3;3;1;5;1;1;0;0;1;0;1;1;1;0
2022-03-09;16;16;16;16;16;10;42.6875;13.12361103761715;19;60;1080.5;868.6066236603695;16;9;55;3.4375;535400;33462.5;21561.1649345144;10206.25;4753.730990846383;2;3;1;1;2;3;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;0;2;0;2;1;0;0;1;1;3;1;0;0;1;1;2;1;2;3;0;4;0;1;1;2;2;1;2;4;0;5;9;7;1;3;0;2;0;1;4;2;0;0;1;1;1;0;1;3;0;1;4;0;2;0;1;1;2;0;0;1;12;4;8;8;1;3;2;1;1;1;1;2;3;1
2022-03-10;18;18;18;17;18;9;40.111111111111114;13.100915499616987;19;59;761.6666666666666;673.6492367082791;18;9;70;3.888888888888889;540600;30033.333333333332;22313.83111040167;8361.111111111111;4951.665066228185;2;1;2;1;0;6;1;2;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;2;1;1;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;1;3;2;0;1;2;4;2;0;0;1;0;2;2;2;4;2;0;1;0;0;4;2;3;2;4;6;0;1;13;5;0;2;1;3;0;0;1;2;1;0;4;2;2;0;4;2;0;0;1;0;2;1;2;0;3;1;0;2;15;3;8;10;1;1;2;2;1;2;2;0;6;1
2022-03-11;24;24;24;23;24;9;38.791666666666664;15.68432938973793;2;62;622.125;520.0859721990787;24;14;72;3.0;705500;29395.833333333332;18690.394630645853;10254.166666666666;4440.131134634835;0;6;1;3;1;4;1;4;1;3;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;2;1;0;0;2;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;0;0;0;1;2;3;1;3;1;1;2;1;4;2;1;1;1;3;1;1;1;4;2;1;1;2;3;1;4;2;4;6;2;3;1;6;15;9;1;1;1;1;1;1;2;1;3;3;2;1;4;2;2;1;1;1;2;3;1;3;1;1;1;1;2;4;15;9;9;15;1;6;0;4;3;1;1;1;4;3
2022-03-12;13;13;13;13;13;6;40.15384615384615;12.468935759492826;19;62;1036.8461538461538;728.6599396785222;13;9;41;3.1538461538461537;319300;24561.53846153846;16396.31759783979;7746.153846153846;4531.853076578312;0;2;4;1;1;2;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;1;3;2;1;1;0;1;1;2;1;1;2;1;1;0;0;3;2;2;1;1;5;1;1;10;3;1;2;1;0;1;0;1;2;0;0;3;1;1;0;3;2;1;0;1;0;2;0;1;1;0;1;0;1;7;6;10;3;0;2;0;0;1;4;0;1;2;3
2022-03-13;14;14;14;14;14;7;43.214285714285715;15.89474306627374;18;70;904.0;598.6645394285774;14;7;45;3.2142857142857144;449200;32085.714285714286;22838.52538493328;10178.57142857143;4163.426579047706;1;5;1;3;0;1;0;2;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;4;2;0;0;2;1;0;3;1;0;0;0;1;0;2;1;0;0;0;2;0;0;2;0;4;3;1;2;3;2;0;0;6;6;8;1;0;1;1;0;4;2;0;2;0;0;0;0;3;0;0;0;4;2;0;0;2;0;1;1;1;3;0;11;3;8;6;0;5;1;2;3;1;0;0;1;1
2022-03-14;14;14;14;14;14;6;38.142857142857146;10.04495390238795;19;56;970.6428571428571;810.8056399127264;14;9;43;3.0714285714285716;357700;25550.0;12603.586180741759;9942.857142857143;4706.903977663561;0;0;2;2;1;1;0;4;4;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;2;0;1;0;0;1;2;0;2;2;2;3;0;2;1;0;1;0;1;0;4;5;0;2;1;0;2;10;4;2;1;1;1;0;1;1;3;2;0;0;2;0;0;0;1;0;1;1;0;3;2;2;2;1;1;0;0;10;4;7;7;0;0;0;4;2;2;4;1;1;0
2022-03-15;13;13;13;13;13;7;38.46153846153846;13.150509398342612;19;57;1017.0769230769231;770.6046826506291;13;9;50;3.8461538461538463;523200;40246.153846153844;22774.423351083096;11092.307692307691;3642.9067008048987;1;2;1;0;1;0;0;3;2;3;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;1;1;0;3;1;0;0;2;1;0;1;1;3;1;0;2;0;0;2;2;1;2;4;1;1;2;2;8;5;0;0;0;1;2;2;0;1;1;0;1;1;3;1;1;0;2;2;0;0;1;1;1;0;1;0;1;3;10;3;9;4;0;2;1;3;0;1;2;1;0;3
2022-03-16;11;11;11;11;11;6;47.81818181818182;14.154986272110486;22;72;739.1818181818181;448.4631129049118;11;9;41;3.727272727272727;334200;30381.81818181818;29370.148729000954;7627.272727272727;3832.2554479290416;2;0;1;3;1;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;2;1;2;0;1;1;0;1;0;2;1;2;1;1;0;1;1;1;1;2;1;3;1;2;7;4;0;2;1;0;1;1;1;0;1;0;1;1;2;0;1;2;1;1;1;0;0;1;1;0;0;1;0;2;8;3;6;5;0;0;2;0;3;1;1;1;3;0
2022-03-17;22;22;22;22;22;8;44.90909090909091;11.43057341772532;26;66;663.0909090909091;538.0348642527872;22;12;81;3.6818181818181817;701900;31904.545454545456;18518.60010323539;9495.454545454546;5116.590873277066;0;0;2;5;1;4;4;3;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;2;0;0;0;0;1;2;2;1;0;0;0;0;2;0;0;0;1;0;0;0;0;2;1;2;0;0;1;1;1;5;2;1;1;2;3;0;2;1;0;2;6;1;3;1;2;2;2;3;0;3;6;2;3;5;8;14;2;1;5;1;3;2;1;0;0;2;1;1;2;1;1;1;3;2;1;2;0;0;1;2;1;5;1;2;18;4;17;5;4;0;0;3;5;2;1;1;4;2
2022-03-18;12;12;12;12;12;9;42.5;13.547894838145686;22;60;840.4166666666666;562.051026207235;12;8;54;4.5;501800;41816.666666666664;19056.367741916387;10208.333333333334;4566.370815455358;1;1;2;1;1;0;1;2;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;2;0;1;0;0;1;3;0;1;2;1;1;1;0;3;0;0;1;2;3;1;3;1;0;3;1;7;5;1;0;0;1;3;1;0;1;0;0;0;2;1;2;0;0;3;1;0;0;1;0;2;1;1;0;2;1;10;2;7;5;1;1;1;2;1;2;1;1;0;2
2022-03-19;14;14;14;14;14;7;39.857142857142854;11.759494644146672;25;59;980.0;747.1232006323166;14;9;42;3.0;309500;22107.14285714286;16478.912598820363;7842.857142857143;4413.914063802938;2;0;2;2;1;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;3;0;0;2;0;2;1;1;2;1;0;0;0;0;0;0;1;3;1;0;1;3;1;4;0;0;3;3;3;0;5;6;8;0;1;1;2;0;1;1;0;0;3;2;0;1;2;2;1;0;1;1;3;0;0;0;0;2;1;2;1;10;4;8;6;0;0;2;0;2;2;2;1;4;1
2022-03-20;10;10;10;10;10;6;38.0;10.923979738782625;25;60;574.2;419.71651808757247;10;8;33;3.3;404500;40450.0;23634.496915408297;12010.0;4169.319155716221;0;4;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;2;1;2;1;1;0;0;1;2;2;2;1;0;0;0;1;1;1;2;2;2;1;5;5;1;2;1;1;2;0;1;0;1;0;0;0;1;0;0;2;2;0;1;0;0;1;0;1;1;1;0;1;8;2;6;4;0;4;0;1;1;1;1;2;0;0
2022-03-21;6;6;6;6;6;5;46.833333333333336;15.10518674716293;25;59;798.1666666666666;429.84621280949614;6;5;27;4.5;184000;30666.666666666668;20141.764239178916;6633.333333333333;3076.1447733594505;1;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;2;1;0;2;1;0;1;1;3;3;1;0;0;1;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;1;0;0;0;1;1;0;2;0;5;1;3;3;0;0;1;1;0;1;0;0;2;1
2022-03-22;10;10;10;10;10;6;35.2;10.507140429250958;25;60;549.6;351.45134008059273;10;7;32;3.2;255200;25520.0;13990.218805373353;9100.0;4394.188080736746;0;0;1;0;1;2;1;1;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;4;0;0;1;0;1;2;0;4;1;0;0;1;1;0;2;2;0;4;1;3;7;0;0;1;1;4;0;1;0;0;0;0;1;1;1;0;0;4;0;1;0;0;0;1;0;1;1;1;1;8;2;4;6;1;0;0;1;0;1;0;1;2;4
2022-03-23;15;15;15;15;15;7;38.93333333333333;12.174133390493296;18;69;915.2;662.915120617155;15;10;59;3.933333333333333;479800;31986.666666666668;25590.005489494935;9240.0;5632.659863941471;2;1;4;0;0;2;1;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;1;0;3;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;0;1;0;2;1;1;2;0;0;1;1;1;1;2;0;2;1;0;1;2;2;2;1;3;1;3;1;0;1;6;7;8;1;0;1;0;1;2;2;0;1;2;0;2;2;1;0;0;1;2;2;2;0;1;2;1;0;1;1;2;11;4;11;4;1;1;2;2;0;4;3;0;2;0
2022-03-24;16;16;16;16;16;7;40.875;14.559647431628738;18;66;847.125;614.9567870997116;16;11;63;3.9375;631700;39481.25;22375.975770157303;10656.25;3943.935217520693;2;2;0;1;1;2;0;5;3;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;2;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;1;2;1;2;1;1;0;0;1;0;1;3;1;2;3;1;1;1;1;1;1;1;2;2;0;4;3;1;1;1;1;5;9;7;3;1;0;1;1;2;1;1;2;2;0;1;1;0;0;1;1;2;1;2;1;2;1;3;1;0;0;1;12;4;7;9;0;2;2;5;1;0;3;1;2;0
2022-03-25;15;15;15;15;15;9;38.46666666666667;11.249550255560482;21;57;777.3333333333334;548.9329475923092;15;10;54;3.6;512100;34140.0;18363.07630623397;10393.333333333334;4632.8742492672745;1;1;2;1;2;1;1;0;2;4;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;1;0;1;3;1;0;1;3;0;1;1;1;3;3;0;3;1;0;1;1;2;1;3;3;1;3;2;7;8;1;0;1;2;3;1;1;1;0;0;1;1;3;0;1;0;3;1;1;0;1;0;1;1;2;1;0;3;11;4;8;7;1;1;1;0;1;2;2;2;1;4
2022-03-26;17;17;17;17;17;8;34.294117647058826;12.30225947683165;19;58;588.4117647058823;399.62326928363564;17;11;64;3.764705882352941;564600;33211.76470588235;20103.78951693378;9352.941176470587;5305.906808343276;2;2;2;0;2;5;1;0;2;1;0;0;0;0;1;0;0;2;1;1;0;2;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;2;2;2;0;1;1;2;1;1;2;1;2;4;1;2;0;0;1;2;3;2;4;4;1;2;1;10;7;1;1;2;2;2;1;0;1;1;0;0;2;2;2;0;1;2;1;0;0;1;1;2;1;2;2;2;2;10;7;9;8;1;2;2;0;0;2;2;2;5;1
2022-03-27;12;12;12;12;12;6;34.25;9.630680142129112;19;49;613.9166666666666;582.2426014726997;12;9;43;3.5833333333333335;447800;37316.666666666664;25068.98965702931;10300.0;4999.272674372471;1;4;0;0;1;4;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;1;0;2;1;0;2;0;1;1;0;1;0;1;2;2;1;1;2;1;0;1;1;1;2;2;1;4;5;7;0;2;2;0;1;1;1;0;1;2;0;1;1;0;0;2;1;1;1;2;0;1;1;0;0;2;0;1;11;1;6;6;0;4;1;0;0;0;1;1;4;1
2022-03-28;13;13;13;13;13;5;38.46153846153846;16.368747582997834;2;60;822.6923076923077;478.85216657742865;13;9;45;3.4615384615384617;367100;28238.46153846154;18655.80957153108;8507.692307692309;3750.880238571016;0;2;0;2;0;4;0;2;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;1;1;2;2;2;0;0;2;1;0;1;1;2;0;1;1;0;4;3;0;3;1;4;0;2;10;3;2;2;1;0;0;0;1;0;0;1;2;1;1;2;2;2;0;0;1;1;0;0;1;2;0;1;2;1;11;2;6;7;0;2;0;2;2;0;0;0;4;3
2022-03-29;13;13;13;12;13;7;39.61538461538461;15.108157076771814;21;60;734.8461538461538;459.6608978645464;13;9;68;5.230769230769231;585200;45015.38461538462;24309.76642400629;9030.76923076923;4015.4668917791314;3;3;1;2;0;2;0;1;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;3;1;1;1;1;1;2;1;0;0;1;5;1;1;0;1;0;1;1;2;1;5;2;1;1;6;7;1;1;3;2;1;0;0;0;2;1;1;0;1;0;1;1;1;0;0;1;0;2;0;1;2;3;0;1;8;5;7;6;0;3;3;1;2;1;0;0;2;1
2022-03-30;21;21;21;20;21;7;40.095238095238095;13.619488837341736;19;61;694.952380952381;595.7176744222447;21;12;76;3.619047619047619;722800;34419.04761904762;23471.50653553408;10609.52380952381;4485.744616215323;4;4;2;0;0;2;0;2;4;3;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;2;1;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;2;0;0;0;2;0;0;0;0;0;0;0;1;1;3;0;2;1;1;1;2;0;1;3;3;2;2;3;1;0;0;3;3;2;1;3;1;2;4;2;1;3;4;2;5;11;10;3;3;2;1;2;1;1;0;2;3;1;1;0;1;1;3;2;1;1;3;0;2;1;3;1;2;1;0;18;3;9;12;0;4;4;2;0;2;4;0;2;3
2022-03-31;15;15;15;14;15;9;40.733333333333334;14.853891585644996;22;69;529.2666666666667;364.3400034243263;15;8;56;3.7333333333333334;571900;38126.666666666664;21123.394838988585;10820.0;4835.611942364984;0;4;2;1;1;1;1;3;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;2;0;0;3;1;0;1;1;3;0;3;1;0;3;1;0;1;4;0;1;0;2;0;3;4;0;1;4;3;1;2;8;7;3;0;1;3;1;0;0;0;0;2;3;1;1;0;3;0;1;0;0;2;0;0;1;3;3;1;0;1;11;4;9;6;1;4;0;3;1;2;1;1;1;1
2022-04-01;26;26;26;24;26;10;42.19230769230769;12.924455054722362;21;65;806.7307692307693;789.4428190916582;26;10;98;3.769230769230769;921400;35438.46153846154;20111.61011800054;10457.692307692309;4915.86599304115;1;2;2;3;3;4;3;1;3;4;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;2;1;1;2;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;2;2;0;0;0;0;1;1;0;1;0;0;0;0;0;1;2;1;0;5;3;5;0;0;2;0;3;2;2;5;2;5;0;2;3;3;2;2;1;1;0;7;5;2;3;3;2;4;17;9;2;3;0;3;2;1;2;0;5;1;0;5;2;0;0;3;2;1;2;1;0;5;5;2;3;0;0;2;23;3;14;12;3;2;1;1;3;2;3;3;4;4
2022-04-02;14;14;14;14;14;8;41.785714285714285;10.849874663782076;25;61;1005.2142857142857;651.2252568542127;14;7;53;3.7857142857142856;551300;39378.57142857143;24344.709694508376;11207.142857142857;4024.246567937959;3;2;0;1;0;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;2;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;4;0;1;0;0;4;0;0;1;1;1;0;0;2;0;0;0;0;1;5;0;2;0;1;4;1;0;0;1;5;1;2;5;2;12;0;0;1;4;2;4;0;0;0;1;1;0;1;0;1;0;2;4;0;1;0;0;0;0;4;1;0;1;11;3;9;5;1;2;3;2;1;0;2;0;1;2
2022-04-03;6;6;6;6;6;5;37.333333333333336;7.174027227901121;25;47;745.0;540.9336373345626;6;5;23;3.8333333333333335;213400;35566.666666666664;24391.282595769062;10033.333333333334;5171.331227707878;1;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;2;0;1;1;0;1;0;0;2;0;1;0;0;2;0;1;0;0;2;1;3;3;1;0;0;0;2;0;0;0;0;1;0;1;1;0;0;0;2;0;0;1;0;0;1;1;0;0;0;1;4;2;4;2;0;1;1;0;0;0;1;1;2;0
2022-04-04;16;16;16;16;16;7;40.6875;14.858078610641417;18;62;856.375;573.9640958573397;16;10;76;4.75;683300;42706.25;26253.92589690159;9400.0;3993.1608198685576;5;3;1;2;0;2;0;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;3;1;2;0;2;1;1;2;0;2;0;1;1;0;1;1;2;0;4;0;1;3;1;0;3;2;2;1;4;2;1;4;7;9;1;0;2;2;1;0;3;2;0;1;2;1;0;1;2;0;1;0;3;1;2;0;1;1;2;2;1;0;10;6;8;8;0;3;5;2;2;1;1;0;2;0
2022-04-05;15;15;15;15;15;9;42.4;12.058192235986288;22;62;901.8666666666667;469.2804319482369;15;10;63;4.2;613700;40913.333333333336;22901.61774281667;10106.666666666666;4346.832453747485;2;0;1;2;1;1;2;4;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;4;0;1;1;1;1;0;1;1;0;1;2;2;1;2;1;1;1;2;1;2;4;0;0;0;3;2;1;2;1;2;4;7;8;2;1;1;1;2;0;4;1;1;0;0;1;1;0;0;1;2;0;4;0;1;1;1;2;1;1;0;1;12;3;8;7;2;0;2;4;2;1;1;1;1;1
2022-04-06;12;12;12;11;12;7;39.833333333333336;15.520270225701223;18;61;585.25;407.26920402290983;12;9;45;3.75;411200;34266.666666666664;19643.427461220774;10116.666666666666;5421.310363796382;1;0;1;2;1;2;3;0;0;2;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;1;3;2;0;1;0;1;1;1;1;0;3;1;0;1;1;2;1;0;1;0;0;2;1;4;2;2;2;0;1;9;3;1;1;0;2;0;0;1;1;3;0;1;0;1;1;1;1;0;0;1;0;1;3;0;1;2;0;1;1;7;5;4;8;3;0;1;0;2;1;0;1;2;2
