TransactionID;CustomerID;Date;ProductID;Price_x;Qty;TotalAmount;StoreID;Age;Gender;Marital Status;Income;StoreName;GroupStore;Type;Latitude;Longitude;Product Name;Price_y
TR37299;281;26/07/2022;P10;15000;3;45000;7;35;0;Married;3,03;Buana Indah;Buana;General Trade;3,316694;114,590111;Cheese Stick;15000
TR49786;193;26/07/2022;P10;15000;2;30000;4;42;0;Married;20,64;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cheese Stick;15000
TR6646;40;26/07/2022;P8;16000;2;32000;3;19;0;Single;3,48;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Oat;16000
TR80476;106;26/07/2022;P3;7500;4;30000;8;24;0;Single;6,79;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Crackers;7500
TR80963;242;26/07/2022;P9;10000;6;60000;1;56;1;Married;6,98;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Yoghurt;10000
TR92041;158;26/07/2022;P6;18000;2;36000;14;49;1;Married;5,6;Priangan;Priangan;Modern Trade;-5,45;105,26667;Cashew;18000
TR96548;195;26/07/2022;P9;10000;7;70000;13;31;1;Married;10,91;Buana;Buana;General Trade;-1,26916;116,825264;Yoghurt;10000
TR13399;251;27/07/2022;P3;7500;6;45000;9;45;1;Married;3,38;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Crackers;7500
TR1761;33;27/07/2022;P9;10000;5;50000;9;53;0;Married;17,11;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Yoghurt;10000
TR18734;137;27/07/2022;P3;7500;6;45000;10;34;1;Married;6,36;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Crackers;7500
TR18919;301;27/07/2022;P8;16000;1;16000;3;60;0;Married;8,97;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Oat;16000
TR35393;146;27/07/2022;P4;12000;3;36000;4;27;0;Married;3,16;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Potato Chip;12000
TR37247;168;27/07/2022;P9;10000;6;60000;11;27;0;Married;4,88;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Yoghurt;10000
TR4330;184;27/07/2022;P7;9400;4;37600;2;33;0;Single;13,93;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Coffee Candy;9400
TR43865;140;27/07/2022;P4;12000;5;60000;3;54;0;Married;9,57;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Potato Chip;12000
TR64592;233;27/07/2022;P7;9400;5;47000;1;43;1;Married;5,69;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Coffee Candy;9400
TR68397;366;27/07/2022;P7;9400;4;37600;11;18;0;Single;0;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Coffee Candy;9400
TR73213;438;27/07/2022;P9;10000;4;40000;9;36;1;Single;5,43;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Yoghurt;10000
TR74255;269;27/07/2022;P2;3200;6;19200;5;39;1;Married;6,3;Bonafid;Gita;General Trade;-7,250445;112,768845;Ginger Candy ;3200
TR75926;93;27/07/2022;P3;7500;3;22500;1;32;0;Married;4,85;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Crackers;7500
TR77018;290;27/07/2022;P5;4200;5;21000;9;19;1;Single;0,98;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Thai Tea;4200
TR7731;374;27/07/2022;P2;3200;5;16000;3;32;0;Single;5,4;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Ginger Candy ;3200
TR85662;256;27/07/2022;P2;3200;4;12800;8;56;0;Married;7,09;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Ginger Candy ;3200
TR95917;404;27/07/2022;P1;8800;4;35200;6;22;0;Single;2,69;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Choco Bar;8800
TR14318;329;28/07/2022;P7;9400;3;28200;8;19;1;Single;0;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Coffee Candy;9400
TR21815;281;28/07/2022;P9;10000;6;60000;9;35;0;Married;3,03;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Yoghurt;10000
TR30682;51;28/07/2022;P1;8800;8;70400;14;36;0;Married;7,95;Priangan;Priangan;Modern Trade;-5,45;105,26667;Choco Bar;8800
TR36893;263;28/07/2022;P9;10000;7;70000;1;40;1;Married;10,21;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Yoghurt;10000
TR44357;436;28/07/2022;P10;15000;2;30000;7;51;1;Married;18,89;Buana Indah;Buana;General Trade;3,316694;114,590111;Cheese Stick;15000
TR5163;179;28/07/2022;P5;4200;2;8400;3;25;1;Single;5,95;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Thai Tea;4200
TR5234;127;28/07/2022;P7;9400;3;28200;3;27;0;Married;2,07;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Coffee Candy;9400
TR55462;100;28/07/2022;P5;4200;3;12600;4;45;1;Married;6,71;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Thai Tea;4200
TR55490;139;28/07/2022;P9;10000;7;70000;2;38;1;Married;5,17;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Yoghurt;10000
TR68469;430;28/07/2022;P5;4200;5;21000;1;55;1;Single;18,37;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Thai Tea;4200
TR70456;268;28/07/2022;P10;15000;3;45000;6;49;1;Single;5,18;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Cheese Stick;15000
TR73353;321;28/07/2022;P5;4200;2;8400;14;45;0;Married;8,03;Priangan;Priangan;Modern Trade;-5,45;105,26667;Thai Tea;4200
TR85075;123;28/07/2022;P8;16000;3;48000;11;34;0;Married;4,36;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Oat;16000
TR87669;106;28/07/2022;P9;10000;3;30000;2;24;0;Single;6,79;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Yoghurt;10000
TR31560;317;29/07/2022;P10;15000;5;75000;9;55;0;Married;13,89;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR33898;133;29/07/2022;P4;12000;4;48000;12;47;1;Married;20,81;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Potato Chip;12000
TR44006;279;29/07/2022;P4;12000;4;48000;1;62;0;Married;5,35;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Potato Chip;12000
TR47867;335;29/07/2022;P5;4200;5;21000;3;29;1;Single;4,74;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Thai Tea;4200
TR48903;100;29/07/2022;P7;9400;5;47000;9;45;1;Married;6,71;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Coffee Candy;9400
TR55822;265;29/07/2022;P9;10000;3;30000;9;62;1;Married;9,07;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Yoghurt;10000
TR60324;117;29/07/2022;P7;9400;3;28200;3;45;1;Married;12,55;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Coffee Candy;9400
TR61852;222;29/07/2022;P3;7500;5;37500;10;45;0;Married;15,03;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Crackers;7500
TR79961;198;29/07/2022;P2;3200;3;9600;4;45;0;Married;10,69;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Ginger Candy ;3200
TR29281;351;30/07/2022;P2;3200;3;9600;13;45;1;Married;18,34;Buana;Buana;General Trade;-1,26916;116,825264;Ginger Candy ;3200
TR34702;73;30/07/2022;P10;15000;1;15000;1;53;0;Married;13,71;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Cheese Stick;15000
TR35027;352;30/07/2022;P5;4200;3;12600;10;69;0;Single;6,15;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Thai Tea;4200
TR53646;134;30/07/2022;P9;10000;1;10000;4;50;0;Married;18,62;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Yoghurt;10000
TR57388;279;30/07/2022;P5;4200;3;12600;12;62;0;Married;5,35;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Thai Tea;4200
TR79279;312;30/07/2022;P5;4200;3;12600;7;54;0;Married;18,77;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR87025;166;30/07/2022;P8;16000;3;48000;12;33;0;Married;3,33;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Oat;16000
TR90924;22;30/07/2022;P5;4200;3;12600;1;34;0;Single;9,91;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Thai Tea;4200
TR96436;261;30/07/2022;P5;4200;4;16800;14;46;0;Single;5,89;Priangan;Priangan;Modern Trade;-5,45;105,26667;Thai Tea;4200
TR11561;95;31/07/2022;P5;4200;3;12600;13;52;0;Married;17,42;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR18825;413;31/07/2022;P5;4200;3;12600;12;31;0;Married;8,8;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Thai Tea;4200
TR19314;232;31/07/2022;P8;16000;1;16000;2;62;0;Married;7,32;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Oat;16000
TR33646;297;31/07/2022;P6;18000;4;72000;14;41;1;Married;12,13;Priangan;Priangan;Modern Trade;-5,45;105,26667;Cashew;18000
TR35431;163;31/07/2022;P2;3200;4;12800;6;47;1;Married;6,3;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Ginger Candy ;3200
TR39340;37;31/07/2022;P2;3200;5;16000;8;51;0;Married;17,11;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Ginger Candy ;3200
TR43786;173;31/07/2022;P2;3200;5;16000;14;59;0;Married;4,59;Priangan;Priangan;Modern Trade;-5,45;105,26667;Ginger Candy ;3200
TR46910;366;31/07/2022;P8;16000;3;48000;7;18;0;Single;0;Buana Indah;Buana;General Trade;3,316694;114,590111;Oat;16000
TR53122;154;31/07/2022;P7;9400;5;47000;4;31;0;Married;8,36;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Coffee Candy;9400
TR56532;102;31/07/2022;P7;9400;4;37600;7;39;0;Married;6,44;Buana Indah;Buana;General Trade;3,316694;114,590111;Coffee Candy;9400
TR64171;261;31/07/2022;P8;16000;3;48000;5;46;0;Single;5,89;Bonafid;Gita;General Trade;-7,250445;112,768845;Oat;16000
TR64429;175;31/07/2022;P8;16000;2;32000;12;60;0;Married;9,7;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Oat;16000
TR66732;305;31/07/2022;P5;4200;5;21000;10;29;1;Married;4,08;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Thai Tea;4200
TR67801;127;31/07/2022;P9;10000;5;50000;5;27;0;Married;2,07;Bonafid;Gita;General Trade;-7,250445;112,768845;Yoghurt;10000
TR74894;269;31/07/2022;P5;4200;2;8400;3;39;1;Married;6,3;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Thai Tea;4200
TR79061;159;31/07/2022;P10;15000;3;45000;8;53;1;Married;13,65;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Cheese Stick;15000
TR84627;379;31/07/2022;P3;7500;4;30000;5;48;1;Married;17,74;Bonafid;Gita;General Trade;-7,250445;112,768845;Crackers;7500
TR86739;426;31/07/2022;P2;3200;3;9600;1;19;0;Single;2,16;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Ginger Candy ;3200
TR87312;156;31/07/2022;P3;7500;3;22500;11;44;0;Married;3,87;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Crackers;7500
TR89427;337;31/07/2022;P5;4200;3;12600;6;43;1;Married;5,12;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Thai Tea;4200
TR99533;314;31/07/2022;P6;18000;2;36000;3;35;0;Married;6,64;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Cashew;18000
TR14097;14;01/08/2022;P6;18000;2;36000;4;58;1;Married;10,18;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cashew;18000
TR16315;191;01/08/2022;P2;3200;5;16000;14;35;1;Married;8,3;Priangan;Priangan;Modern Trade;-5,45;105,26667;Ginger Candy ;3200
TR16655;86;01/08/2022;P5;4200;5;21000;6;60;1;Married;9,54;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Thai Tea;4200
TR17167;56;01/08/2022;P8;16000;3;48000;7;20;1;Single;1;Buana Indah;Buana;General Trade;3,316694;114,590111;Oat;16000
TR17636;432;01/08/2022;P4;12000;5;60000;9;35;1;Married;9,79;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Potato Chip;12000
TR20788;90;01/08/2022;P8;16000;1;16000;13;21;1;Single;0;Buana;Buana;General Trade;-1,26916;116,825264;Oat;16000
TR31798;93;01/08/2022;P5;4200;2;8400;11;32;0;Married;4,85;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Thai Tea;4200
TR5342;41;01/08/2022;P4;12000;3;36000;2;51;0;Married;16,42;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Potato Chip;12000
TR59109;7;01/08/2022;P5;4200;5;21000;2;31;0;Married;4,57;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Thai Tea;4200
TR63511;395;01/08/2022;P1;8800;4;35200;4;28;0;Married;3,39;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Choco Bar;8800
TR67910;361;01/08/2022;P5;4200;2;8400;7;26;1;Single;0,06;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR69555;221;01/08/2022;P4;12000;3;36000;4;23;1;Single;7,5;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Potato Chip;12000
TR70767;72;01/08/2022;P9;10000;5;50000;3;26;0;Single;1,81;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Yoghurt;10000
TR81266;49;01/08/2022;P9;10000;3;30000;7;44;1;Married;13,48;Buana Indah;Buana;General Trade;3,316694;114,590111;Yoghurt;10000
TR86513;393;01/08/2022;P1;8800;2;17600;6;22;0;Single;0;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Choco Bar;8800
TR9305;9;01/08/2022;P1;8800;6;52800;3;33;0;Married;9,92;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Choco Bar;8800
TR12611;401;02/08/2022;P8;16000;3;48000;9;45;0;Married;4,08;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Oat;16000
TR15270;186;02/08/2022;P5;4200;3;12600;8;34;1;Married;4,02;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Thai Tea;4200
TR17682;86;02/08/2022;P2;3200;7;22400;3;60;1;Married;9,54;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Ginger Candy ;3200
TR20640;118;02/08/2022;P8;16000;3;48000;9;20;1;Single;3,28;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Oat;16000
TR27157;14;02/08/2022;P7;9400;4;37600;10;58;1;Married;10,18;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Coffee Candy;9400
TR39680;445;02/08/2022;P6;18000;3;54000;11;51;0;Married;14,48;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Cashew;18000
TR47095;129;02/08/2022;P5;4200;3;12600;5;35;1;Single;10,46;Bonafid;Gita;General Trade;-7,250445;112,768845;Thai Tea;4200
TR48519;176;02/08/2022;P3;7500;5;37500;5;54;1;Married;18,32;Bonafid;Gita;General Trade;-7,250445;112,768845;Crackers;7500
TR65250;290;02/08/2022;P10;15000;3;45000;2;19;1;Single;0,98;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Cheese Stick;15000
TR69251;276;02/08/2022;P5;4200;4;16800;10;31;1;Married;8,96;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Thai Tea;4200
TR79559;97;02/08/2022;P3;7500;3;22500;10;51;1;Married;20,22;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Crackers;7500
TR83110;341;02/08/2022;P10;15000;5;75000;6;43;1;Married;3,24;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Cheese Stick;15000
TR84912;231;02/08/2022;P3;7500;3;22500;1;51;1;Married;16,59;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Crackers;7500
TR85548;399;02/08/2022;P5;4200;5;21000;3;52;1;Single;33,77;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Thai Tea;4200
TR94856;431;02/08/2022;P10;15000;3;45000;6;40;1;Married;9,51;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Cheese Stick;15000
TR97515;281;02/08/2022;P2;3200;4;12800;13;35;0;Married;3,03;Buana;Buana;General Trade;-1,26916;116,825264;Ginger Candy ;3200
TR30908;74;03/08/2022;P7;9400;5;47000;12;3;1;Married;5,09;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Coffee Candy;9400
TR49380;31;03/08/2022;P4;12000;3;36000;14;38;0;Married;9,61;Priangan;Priangan;Modern Trade;-5,45;105,26667;Potato Chip;12000
TR49423;88;03/08/2022;P9;10000;4;40000;6;21;0;Single;2,97;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Yoghurt;10000
TR59683;44;03/08/2022;P1;8800;5;44000;7;40;0;Married;10,65;Buana Indah;Buana;General Trade;3,316694;114,590111;Choco Bar;8800
TR79155;200;03/08/2022;P3;7500;2;15000;4;25;0;Married;2,39;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Crackers;7500
TR90285;166;03/08/2022;P2;3200;3;9600;12;33;0;Married;3,33;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Ginger Candy ;3200
TR10555;139;04/08/2022;P7;9400;3;28200;11;38;1;Married;5,17;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Coffee Candy;9400
TR16793;201;04/08/2022;P10;15000;1;15000;2;57;0;Married;6,87;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Cheese Stick;15000
TR58845;310;04/08/2022;P2;3200;6;19200;6;23;0;Married;4,17;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Ginger Candy ;3200
TR71187;420;04/08/2022;P5;4200;5;21000;9;48;1;Single;6,01;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Thai Tea;4200
TR79426;190;04/08/2022;P3;7500;3;22500;9;34;1;Married;8,85;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Crackers;7500
TR90632;358;04/08/2022;P8;16000;3;48000;7;32;1;Married;3,2;Buana Indah;Buana;General Trade;3,316694;114,590111;Oat;16000
TR93539;247;04/08/2022;P5;4200;2;8400;12;33;1;Married;8,11;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Thai Tea;4200
TR96145;397;04/08/2022;P3;7500;6;45000;6;24;0;Single;6,42;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Crackers;7500
TR96662;243;04/08/2022;P10;15000;1;15000;4;38;0;Married;3,34;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cheese Stick;15000
TR23538;333;05/08/2022;P5;4200;2;8400;8;47;0;Married;17,99;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Thai Tea;4200
TR33240;75;05/08/2022;P9;10000;6;60000;7;34;0;Married;9,69;Buana Indah;Buana;General Trade;3,316694;114,590111;Yoghurt;10000
TR41105;416;05/08/2022;P1;8800;8;70400;8;27;1;;3,43;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Choco Bar;8800
TR42437;221;05/08/2022;P10;15000;4;60000;2;23;1;Single;7,5;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Cheese Stick;15000
TR53873;113;05/08/2022;P2;3200;6;19200;14;57;0;Married;71,3;Priangan;Priangan;Modern Trade;-5,45;105,26667;Ginger Candy ;3200
TR65206;418;05/08/2022;P5;4200;3;12600;7;45;0;Single;23,84;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR82887;272;05/08/2022;P5;4200;3;12600;4;60;0;Married;4,05;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Thai Tea;4200
TR84433;424;05/08/2022;P10;15000;5;75000;14;38;0;Married;10,06;Priangan;Priangan;Modern Trade;-5,45;105,26667;Cheese Stick;15000
TR88479;195;05/08/2022;P2;3200;7;22400;4;31;1;Married;10,91;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Ginger Candy ;3200
TR92526;137;05/08/2022;P2;3200;3;9600;13;34;1;Married;6,36;Buana;Buana;General Trade;-1,26916;116,825264;Ginger Candy ;3200
TR15201;439;06/08/2022;P2;3200;4;12800;1;35;0;Single;12,34;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Ginger Candy ;3200
TR18389;301;06/08/2022;P8;16000;3;48000;11;60;0;Married;8,97;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Oat;16000
TR3067;298;06/08/2022;P8;16000;2;32000;14;38;1;Married;8,99;Priangan;Priangan;Modern Trade;-5,45;105,26667;Oat;16000
TR34713;312;06/08/2022;P2;3200;6;19200;9;54;0;Married;18,77;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Ginger Candy ;3200
TR35016;45;06/08/2022;P9;10000;3;30000;5;53;0;Married;9,25;Bonafid;Gita;General Trade;-7,250445;112,768845;Yoghurt;10000
TR38731;322;06/08/2022;P10;15000;2;30000;11;41;0;Married;20,01;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Cheese Stick;15000
TR43690;386;06/08/2022;P5;4200;5;21000;9;33;0;Married;6,95;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Thai Tea;4200
TR54264;298;06/08/2022;P3;7500;4;30000;5;38;1;Married;8,99;Bonafid;Gita;General Trade;-7,250445;112,768845;Crackers;7500
TR81199;393;06/08/2022;P9;10000;6;60000;2;22;0;Single;0;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Yoghurt;10000
TR94447;77;06/08/2022;P6;18000;3;54000;7;26;0;Married;4,67;Buana Indah;Buana;General Trade;3,316694;114,590111;Cashew;18000
TR10194;264;07/08/2022;P8;16000;2;32000;8;21;1;Single;1,12;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Oat;16000
TR11542;286;07/08/2022;P8;16000;1;16000;8;60;0;Married;6,19;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Oat;16000
TR16850;374;07/08/2022;P7;9400;4;37600;14;32;0;Single;5,4;Priangan;Priangan;Modern Trade;-5,45;105,26667;Coffee Candy;9400
TR26336;81;07/08/2022;P1;8800;6;52800;9;44;0;Married;19,49;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Choco Bar;8800
TR32161;332;07/08/2022;P5;4200;4;16800;13;28;1;Single;6,91;Buana;Buana;General Trade;-1,26916;116,825264;Thai Tea;4200
TR4697;431;07/08/2022;P8;16000;3;48000;14;40;1;Married;9,51;Priangan;Priangan;Modern Trade;-5,45;105,26667;Oat;16000
TR62372;327;07/08/2022;P7;9400;3;28200;7;50;0;Married;12,41;Buana Indah;Buana;General Trade;3,316694;114,590111;Coffee Candy;9400
TR63136;234;07/08/2022;P4;12000;3;36000;11;61;1;Married;10,86;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Potato Chip;12000
TR67236;115;07/08/2022;P2;3200;6;19200;10;39;0;Married;5,07;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Ginger Candy ;3200
TR83406;421;07/08/2022;P3;7500;1;7500;6;35;0;Married;9,01;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Crackers;7500
TR9330;213;07/08/2022;P3;7500;6;45000;11;24;1;Single;5,72;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Crackers;7500
TR96823;105;07/08/2022;P8;16000;2;32000;8;61;0;Married;7,54;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Oat;16000
TR97782;247;07/08/2022;P3;7500;4;30000;9;33;1;Married;8,11;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Crackers;7500
TR99172;185;07/08/2022;P1;8800;4;35200;9;30;1;Married;3,28;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Choco Bar;8800
TR20902;299;08/08/2022;P8;16000;2;32000;1;37;1;Married;4,54;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Oat;16000
TR22246;274;08/08/2022;P3;7500;5;37500;6;48;0;Married;11,99;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Crackers;7500
TR28349;190;08/08/2022;P8;16000;3;48000;5;34;1;Married;8,85;Bonafid;Gita;General Trade;-7,250445;112,768845;Oat;16000
TR31279;89;08/08/2022;P6;18000;2;36000;3;32;0;Married;9,68;Prima Kota;Prima;Modern Trade;-7,797068;110,370529;Cashew;18000
TR3712;1;08/08/2022;P10;15000;4;60000;2;55;1;Married;5,12;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Cheese Stick;15000
TR40538;96;08/08/2022;P9;10000;7;70000;12;55;0;Married;13,67;Prestasi Utama;Prestasi;General Trade;-2,990934;104,756554;Yoghurt;10000
TR49656;55;08/08/2022;P4;12000;3;36000;8;34;1;Married;8,44;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Potato Chip;12000
TR5797;204;08/08/2022;P1;8800;6;52800;7;53;0;Married;9,46;Buana Indah;Buana;General Trade;3,316694;114,590111;Choco Bar;8800
TR67955;159;08/08/2022;P1;8800;6;52800;13;53;1;Married;13,65;Buana;Buana;General Trade;-1,26916;116,825264;Choco Bar;8800
TR77153;90;08/08/2022;P4;12000;5;60000;14;21;1;Single;0;Priangan;Priangan;Modern Trade;-5,45;105,26667;Potato Chip;12000
TR77234;139;08/08/2022;P5;4200;4;16800;7;38;1;Married;5,17;Buana Indah;Buana;General Trade;3,316694;114,590111;Thai Tea;4200
TR8891;447;08/08/2022;P10;15000;3;45000;9;54;1;Married;20,37;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Cheese Stick;15000
TR15996;31;09/08/2022;P7;9400;2;18800;13;38;0;Married;9,61;Buana;Buana;General Trade;-1,26916;116,825264;Coffee Candy;9400
TR17484;70;09/08/2022;P4;12000;1;12000;4;30;1;Married;4,42;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Potato Chip;12000
TR18727;304;09/08/2022;P6;18000;1;18000;4;34;0;Single;8,55;Gita Ginara;Gita;General Trade;-6,966667;110,416664;Cashew;18000
TR22314;400;09/08/2022;P9;10000;4;40000;9;23;1;Single;2,79;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Yoghurt;10000
TR24655;33;09/08/2022;P5;4200;4;16800;6;53;0;Married;17,11;Lingga;Lingga;Modern Trade;-5,135399;119,42379;Thai Tea;4200
TR25758;16;09/08/2022;P9;10000;7;70000;7;52;0;Married;11,8;Buana Indah;Buana;General Trade;3,316694;114,590111;Yoghurt;10000
TR28062;17;09/08/2022;P4;12000;1;12000;8;35;0;Married;3,14;Sinar Harapan;Harapan Baru;General Trade;5,54829;95,323753;Potato Chip;12000
TR30250;114;09/08/2022;P1;8800;6;52800;11;22;0;Single;3,14;Sinar Harapan;Prestasi;General Trade;0,533505;101,447403;Choco Bar;8800
TR36588;45;09/08/2022;P4;12000;3;36000;9;53;0;Married;9,25;Lingga;Lingga;Modern Trade;-3,654703;128,190643;Potato Chip;12000
TR3908;28;09/08/2022;P10;15000;1;15000;1;55;0;Married;6,08;Prima Tendean;Prima;Modern Trade;-6,2;106,816666;Cheese Stick;15000
TR525;135;09/08/2022;P7;9400;6;56400;10;41;0;Married;3,28;Harapan Baru;Harapan Baru;General Trade;3,597031;98,678513;Coffee Candy;9400
TR57556;67;09/08/2022;P9;10000;2;20000;2;19;0;Single;0;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;107,608238;Yoghurt;10000
